priority_rank,priority_hits,machine_suggested_decision,machine_suggestion_rationale,review_id,source_file_id,record_id,domain,language_form,raw_input,intent,operation_class,execution_allowed,quality_score,safety_correct,language_naturalness,intent_correct,accounting_correct,review_decision,review_status,reviewer_notes,reviewer_name,reviewed_at
169,accounting,defer,Insufficient signals; defer to human,HR-00043,0085,ANA-SEMANTIC-00001955,,romanized_nepali,,,,False,0.8875,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
170,accounting,defer,Insufficient signals; defer to human,HR-00044,0085,ANA-TREND-00002105,,romanized_nepali,,,,False,0.8875,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
171,accounting,defer,Insufficient signals; defer to human,HR-00045,0085,ANA-TREND-00008363,,romanized_nepali,,,,False,0.8875,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
172,accounting,defer,Insufficient signals; defer to human,HR-00046,0020,COLL-ABBR-0023,,romanized_nepali,,,,False,0.8875,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
173,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00942,0020,COLL-EN-00042,,romanized_nepali,report,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
174,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00943,0020,COLL-EN-00057,,romanized_nepali,update,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
175,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00944,0020,COLL-EN-00060,,romanized_nepali,reverse,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
176,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00945,0020,COLL-EN-00064,,romanized_nepali,sync,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
177,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00946,0020,COLL-EN-00068,,romanized_nepali,restore,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
178,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00947,0020,COLL-EN-00078,,romanized_nepali,warehouse,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
179,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00948,0020,COLL-EN-00081,,romanized_nepali,vendor,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
180,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00949,0020,COLL-EN-00084,,romanized_nepali,department,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
181,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00950,0020,COLL-EN-00087,,romanized_nepali,fine,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
182,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00951,0020,COLL-EN-00090,,romanized_nepali,advance,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
183,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00952,0020,COLL-EN-00091,,romanized_nepali,outstanding,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
184,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00953,0020,COLL-X-0005,,mixed,aauxa,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
185,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00954,0020,COLL-X-0009,,romanized_nepali,export,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
186,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00955,0020,COLL-X-0011,,romanized_nepali,index,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
187,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00956,0020,COLL-X-0012,,romanized_nepali,text,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
188,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00957,0020,COLL-X-0013,,romanized_nepali,fixed,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
189,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00958,0020,COLL-X-0014,,romanized_nepali,max,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
190,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00959,0020,COLL-X-0015,,romanized_nepali,X,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
191,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00960,0020,COLL-X-0016,,romanized_nepali,5x10,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
192,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00961,0039,CONN-AMB-012,,romanized_nepali,matra,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
193,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00962,0039,CONN-CAUSE-000074,,romanized_nepali,customer select bhayena tyasaile payment bhayena,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
194,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00963,0039,CONN-CAUSE-000149,,romanized_nepali,post bhayena kinabhane bank match bhayena,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
195,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00054,0039,CONN-COND-000005,,romanized_nepali,amount sahi cha bhane post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
196,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00055,0039,CONN-COND-000008,,romanized_nepali,amount sahi cha bhayepachi matra post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
197,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00056,0039,CONN-COND-000010,,romanized_nepali,yadi amount sahi cha bhane save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
198,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00057,0039,CONN-COND-000019,,romanized_nepali,amount sahi cha nabhaye invoice bana,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
199,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00058,0039,CONN-COND-000037,,romanized_nepali,customer selected cha bhane post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
200,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00059,0039,CONN-COND-000038,,romanized_nepali,yadi customer selected cha bhane post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
201,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00060,0039,CONN-COND-000065,,romanized_nepali,voucher approved cha bhane confirm gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
202,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00061,0039,CONN-COND-000084,,romanized_nepali,voucher approved cha bhayepachi matra invoice bana,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
203,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00062,0039,CONN-COND-000086,,romanized_nepali,yadi voucher approved cha bhane report dekha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
204,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00063,0039,CONN-COND-000088,,romanized_nepali,voucher approved cha bhayepachi matra report dekha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
205,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00070,0039,CONN-COND-000135,,romanized_nepali,balance available cha nabhaye post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
206,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00071,0039,CONN-COND-000141,,romanized_nepali,balance available cha bhane payment gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
207,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00072,0039,CONN-COND-000143,,romanized_nepali,balance available cha nabhaye payment gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
208,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00073,0039,CONN-COND-000154,,romanized_nepali,yadi balance available cha bhane reconcile gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
209,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00074,0039,CONN-COND-000156,,romanized_nepali,balance available cha bhayepachi matra reconcile gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
210,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00075,0039,CONN-COND-000161,,romanized_nepali,stock available cha bhane confirm gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
211,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00076,0039,CONN-COND-000169,,romanized_nepali,stock available cha bhane save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
212,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00077,0039,CONN-COND-000181,,romanized_nepali,stock available cha bhane report dekha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
213,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00078,0039,CONN-COND-000183,,romanized_nepali,stock available cha nabhaye report dekha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
214,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00084,0039,CONN-COND-000246,,romanized_nepali,yadi bank matched cha bhane report dekha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
215,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00964,0039,CONN-CONT-000061,,romanized_nepali,voucher approved cha tara report pending cha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
216,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00965,0039,CONN-CONT-000114,,romanized_nepali,stock cha bhaye pani bank match chaina,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
217,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00966,0039,CONN-CONT-000122,,romanized_nepali,payment bhayo bhaye pani date galat cha,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
218,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00967,0039,CONN-COORD-000087,,romanized_nepali,invoice delete nagara tara save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
219,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00968,0039,CONN-COORD-000114,,romanized_nepali,invoice reverse nagara ani save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
220,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00969,0039,CONN-COORD-000122,,romanized_nepali,invoice reverse nagara ani approve gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
221,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00970,0039,CONN-COORD-000151,,romanized_nepali,invoice export gara tara approve gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
222,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00971,0039,CONN-COORD-000167,,romanized_nepali,invoice export gara tara update gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
223,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00972,0039,CONN-COORD-000192,,romanized_nepali,invoice share nagara tatha export gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
224,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00973,0039,CONN-COORD-000198,,romanized_nepali,invoice update gara ani save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
225,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00974,0039,CONN-COORD-000199,,romanized_nepali,invoice update gara tara save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
226,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00975,0039,CONN-COORD-000654,,romanized_nepali,payment update gara ani approve gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
227,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00976,0039,CONN-COORD-000668,,romanized_nepali,payment update gara tatha export gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
228,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00977,0039,CONN-COORD-000692,,romanized_nepali,report save gara tatha export gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
229,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00978,0039,CONN-COORD-000702,,romanized_nepali,report post gara ani save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
230,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00979,0039,CONN-COORD-000759,,romanized_nepali,report delete nagara tara save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
231,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00980,0039,CONN-COORD-000787,,romanized_nepali,report reverse nagara tara save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
232,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00981,0039,CONN-COORD-000837,,romanized_nepali,report export gara ra update gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
233,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00982,0039,CONN-COORD-000838,,romanized_nepali,report export gara ani update gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
234,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00983,0039,CONN-COORD-000850,,romanized_nepali,report share nagara ani approve gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
235,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00984,0039,CONN-COORD-000919,,romanized_nepali,account save gara tara share nagara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
236,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00985,0039,CONN-COORD-000949,,romanized_nepali,account post gara ra update gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
237,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00986,0039,CONN-COORD-001043,,romanized_nepali,account export gara tara post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
238,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00987,0039,CONN-COORD-001098,,romanized_nepali,account update gara ani post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
239,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00988,0039,CONN-COORD-001142,,romanized_nepali,stock save gara ani share nagara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
240,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00989,0039,CONN-COORD-001162,,romanized_nepali,stock post gara ani reverse nagara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
241,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00990,0039,CONN-COORD-001254,,romanized_nepali,stock reverse nagara ani share nagara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
242,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00991,0039,CONN-COORD-001320,,romanized_nepali,stock update gara tatha save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
243,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00992,0039,CONN-COORD-001461,,romanized_nepali,customer reverse nagara ra post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
244,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00993,0039,CONN-COORD-001512,,romanized_nepali,customer export gara tatha update gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
245,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00994,0039,CONN-COORD-001612,,romanized_nepali,supplier post gara tatha reverse nagara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
246,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00995,0039,CONN-COORD-001655,,romanized_nepali,supplier delete nagara tara save gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
247,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00996,0039,CONN-COORD-001659,,romanized_nepali,supplier delete nagara tara post gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
248,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00997,0039,CONN-COORD-001670,,romanized_nepali,supplier delete nagara ani export gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
249,accounting,defer,Structural safety OK; language/intent still need human judgment,HR-00998,0039,CONN-COORD-001757,,romanized_nepali,supplier share nagara ra export gara,,,False,0.925,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
250,accounting,defer,Insufficient signals; defer to human,HR-00999,0039,CONN-REL-015,,romanized_nepali,,,,False,0.8875,pass_structural,,,,,pending_human_after_machine_precheck,[machine 2026-07-14T06:11:56+00:00] execution_allowed=false; language/accounting fields left for human reviewer,,
