severity,file_id,filename,check_code,message,record_id,line_number
ERROR,0004,ORBIX_NP_LANG_KB_0004_FILE_NAMING_ID_VERSIONING_AND_MANIFEST_STANDARD.txt,MALFORMED_RECORD_HEADER,RECORD:CONCEPT.ACCOUNTING.ACCOUNTS_RECEIVABLE,,1693
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.MUST,,62
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.MUST_NOT,,66
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.SHOULD,,70
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.SHOULD_NOT,,74
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.MAY,,78
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.CANDIDATE,,82
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.CANONICAL,,86
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.PROTECTED,,90
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.MATERIAL,,94
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: KEYWORD.AUTHORITY,,98
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.001,,168
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.002,,172
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.003,,176
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.004,,180
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.005,,184
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.006,,188
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.007,,192
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.008,,196
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.009,,200
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.010,,204
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.011,,208
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.012,,212
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.013,,216
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.014,,220
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.015,,224
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.016,,228
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.017,,232
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.018,,236
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.019,,240
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.020,,244
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.021,,248
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.022,,252
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.023,,256
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: TERM.024,,260
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.001,,318
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.002,,330
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.003,,342
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.004,,352
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.005,,365
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.006,,376
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.007,,388
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.008,,398
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.009,,411
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.010,,421
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.011,,433
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.012,,443
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.013,,454
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.014,,466
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.015,,477
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.016,,489
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.017,,501
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.018,,512
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.BASE.019,,522
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.LENGTH.001,,569
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.LENGTH.002,,576
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.LENGTH.003,,583
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.001,,656
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.002,,666
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.003,,676
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.004,,686
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.005,,695
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.006,,705
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.007,,715
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.008,,725
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: VOWEL.SEQUENCE.009,,735
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.001,,747
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.002,,759
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.003,,769
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.004,,779
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.005,,789
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.006,,802
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.007,,816
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.008,,829
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.009,,840
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.010,,851
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.011,,861
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.012,,872
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.013,,884
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.014,,895
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.015,,906
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.016,,917
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.017,,932
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.018,,943
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.019,,954
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.020,,966
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.021,,978
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.022,,989
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.023,,1000
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.024,,1010
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.025,,1022
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.026,,1032
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.027,,1046
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.028,,1057
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.029,,1069
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.030,,1080
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.031,,1091
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.032,,1102
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.033,,1114
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.034,,1128
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.035,,1140
ERROR,0017,ORBIX_NP_LANG_KB_0017_ROMANIZED_NEPALI_VOWEL_CONSONANT_ASPIRATION_AND_NASALIZATION_RULES.txt,MALFORMED_RECORD_HEADER,RECORD_ID: CONSONANT.BASE.036,,1153
